	1e-09	-0.1	0.0	0.1
	0.010000001	-0.1	0.0	0.1
	0.020000001	-0.1	0.0	0.1
	0.030000001	-0.1	0.0	0.1
	0.040000001	-0.1	0.0	0.1
	0.050000001	-0.1	0.0	0.1
	0.060000001	-0.1	0.0	0.1
	0.070000001	-0.1	0.0	0.1
	0.080000001	-0.1	0.0	0.1
	0.090000001	-0.1	0.0	0.1
	0.100000001	-0.1	0.0	0.1
	0.110000001	-0.1	0.0	0.1
	0.120000001	-0.1	0.0	0.1
	0.130000001	-0.1	0.0	0.1
	0.140000001	-0.1	0.0	0.1
	0.150000001	-0.1	0.0	0.1
	0.160000001	-0.1	0.0	0.1
	0.170000001	-0.1	0.0	0.1
	0.180000001	-0.1	0.0	0.1
	0.190000001	-0.1	0.0	0.1
	0.200000001	-0.1	0.0	0.1
	0.210000001	-0.1	0.0	0.1
	0.220000001	-0.1	0.0	0.1
	0.230000001	-0.1	0.0	0.1
	0.240000001	-0.1	0.0	0.1
	0.250000001	-0.1	0.0	0.1
	0.26000000100000004	-0.1	0.0	0.1
	0.27000000100000004	-0.1	0.0	0.1
	0.28000000100000005	-0.1	0.0	0.1
	0.290000001	-0.1	0.0	0.1
	0.300000001	-0.1	0.0	0.1
	0.310000001	-0.1	0.0	0.1
	0.32000000100000003	-0.1	0.0	0.1
	0.33000000100000004	-0.1	0.0	0.1
	0.34000000100000005	-0.1	0.0	0.1
	0.35000000100000006	-0.1	0.0	0.1
	0.360000001	-0.1	0.0	0.1
	0.370000001	-0.1	0.0	0.1
	0.38000000100000003	-0.1	0.0	0.1
	0.39000000100000004	-0.1	0.0	0.1
	0.40000000100000005	-0.1	0.0	0.1
	0.41000000100000006	-0.1	0.0	0.1
	0.420000001	-0.1	0.0	0.1
	0.430000001	-0.1	0.0	0.1
	0.44000000100000003	-0.1	0.0	0.1
	0.45000000100000004	-0.1	0.0	0.1
	0.46000000100000005	-0.1	0.0	0.1
	0.47000000100000006	-0.1	0.0	0.1
	0.480000001	-0.1	0.0	0.1
	0.490000001	-0.1	0.0	0.1
	0.500000001	-0.1	0.0	0.1
	0.510000001	-0.1	0.0	0.1
	0.520000001	-0.1	0.0	0.1
	0.530000001	-0.1	0.0	0.1
	0.540000001	-0.1	0.0	0.1
	0.550000001	-0.1	0.0	0.1
	0.560000001	-0.1	0.0	0.1
	0.570000001	-0.1	0.0	0.1
	0.5800000009999999	-0.1	0.0	0.1
	0.5900000009999999	-0.1	0.0	0.1
	0.600000001	-0.1	0.0	0.1
	0.610000001	-0.1	0.0	0.1
	0.620000001	-0.1	0.0	0.1
	0.630000001	-0.1	0.0	0.1
	0.640000001	-0.1	0.0	0.1
	0.650000001	-0.1	0.0	0.1
	0.660000001	-0.1	0.0	0.1
	0.670000001	-0.1	0.0	0.1
	0.680000001	-0.1	0.0	0.1
	0.690000001	-0.1	0.0	0.1
	0.700000001	-0.1	0.0	0.1
	0.7100000009999999	-0.1	0.0	0.1
	0.720000001	-0.1	0.0	0.1
	0.730000001	-0.1	0.0	0.1
	0.740000001	-0.1	0.0	0.1
	0.750000001	-0.1	0.0	0.1
	0.760000001	-0.1	0.0	0.1
	0.770000001	-0.1	0.0	0.1
	0.780000001	-0.1	0.0	0.1
	0.790000001	-0.1	0.0	0.1
	0.800000001	-0.1	0.0	0.1
	0.810000001	-0.1	0.0	0.1
	0.820000001	-0.1	0.0	0.1
	0.830000001	-0.1	0.0	0.1
	0.8400000009999999	-0.1	0.0	0.1
	0.850000001	-0.1	0.0	0.1
	0.860000001	-0.1	0.0	0.1
	0.870000001	-0.1	0.0	0.1
	0.880000001	-0.1	0.0	0.1
	0.890000001	-0.1	0.0	0.1
	0.900000001	-0.1	0.0	0.1
	0.910000001	-0.1	0.0	0.1
	0.920000001	-0.1	0.0	0.1
	0.930000001	-0.1	0.0	0.1
	0.940000001	-0.1	0.0	0.1
	0.950000001	-0.1	0.0	0.1
	0.9600000009999999	-0.1	0.0	0.1
	0.970000001	-0.1	0.0	0.1
	0.980000001	-0.1	0.0	0.1
	0.990000001	-0.1	0.0	0.1
